SKU,GCODE,Category,New Description,NMFC,Treads,Width,Depth,Gauge,Height,Length,Capacity,WEIGHT,Stock,Type
U27T42288,U27T,RACK-T,"Crafted from standard gauge steel, this item spans standard in width and 42"" in depth, providing reliable strength for industrial applications. It is offering exceptional durability in rigorous industrial applications.",55,,,"42""",,"288""",,20600 lbs,163.0 lbs,,
U27K42288,U27K,RACK-K,"With a width of standard and a depth of 42"", this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is made to last through extended periods of intense industrial usage.",55,,,"42""",,"288""",,22605 lbs,163.0 lbs,,
U37T42288,U37T,RACK-T,"Designed for reliability, this product is standard wide, 42"" deep, and made with durable standard gauge steel, ideal for heavy-duty use. It is designed to withstand heavy-duty use while maintaining structural integrity.",55,,,"42""",,"288""",,29800 lbs,208.0 lbs,,
U37K42288,U37K,RACK-K,"Designed for reliability, this product is standard wide, 42"" deep, and made with durable standard gauge steel, ideal for heavy-duty use. It is providing a solid and reliable solution for high-traffic areas.",55,,,"42""",,"288""",,31400 lbs,208.0 lbs,,
U18T48288,U18T,RACK-T,"With a width of standard and a depth of 48"", this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is crafted for durability and strength in a variety of demanding settings.",55,,,"48""",,"288""",,13250 lbs,137.0 lbs,,
U18K48288,U18K,RACK-K,"Designed for reliability, this product is standard wide, 48"" deep, and made with durable standard gauge steel, ideal for heavy-duty use. It is engineered for continuous use in challenging conditions, ensuring dependable performance.",55,,,"48""",,"288""",,15450 lbs,137.0 lbs,,
U27T48288,U27T,RACK-T,"This product is built for demanding environments, featuring standard width, 48"" depth, and a sturdy standard gauge construction. It is offering superior resistance to wear and tear in heavy-use scenarios.",55,,,"48""",,"288""",,20600 lbs,168.0 lbs,,
U27K48288,U27K,RACK-K,"With a width of standard and a depth of 48"", this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is made to last through extended periods of intense industrial usage.",55,,,"48""",,"288""",,22605 lbs,168.0 lbs,,
U37T48288,U37T,RACK-T,"Crafted from standard gauge steel, this item spans standard in width and 48"" in depth, providing reliable strength for industrial applications. It is engineered for continuous use in challenging conditions, ensuring dependable performance.",55,,,"48""",,"288""",,29800 lbs,213.0 lbs,,
U37K48288,U37K,RACK-K,"Crafted from standard gauge steel, this item spans standard in width and 48"" in depth, providing reliable strength for industrial applications. It is offering superior resistance to wear and tear in heavy-use scenarios.",55,,,"48""",,"288""",,31400 lbs,213.0 lbs,,
BG36,BG,RACK-SPI,"Designed for reliability, this product is standard wide, standard deep, and made with durable 36"" gauge steel, ideal for heavy-duty use. It is offering superior resistance to wear and tear in heavy-use scenarios.",55,,,,36,,,,10.2 lbs,,
BG42,BG,RACK-SPI,"With a width of standard and a depth of standard, this 42"" gauge steel component ensures long-lasting performance in tough industrial settings. It is built to handle tough conditions and provide superior performance over time.",55,,,,42,,,,11.8 lbs,,
BG48,BG,RACK-SPI,"Crafted from 48"" gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. It is providing a solid and reliable solution for high-traffic areas.",55,,,,48,,,,13.4 lbs,,
BG60,BG,RACK-SPI,"Crafted from 60"" gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. It is designed to withstand heavy-duty use while maintaining structural integrity.",55,,,,60,,,,16.7 lbs,,
CABINET,CABINET,,"Designed for reliability, this product is standard wide, standard deep, and made with durable standard gauge steel, ideal for heavy-duty use. It is ideal for supporting industrial processes that require robust materials.",,,,,,,,,0.0 lbs,,
X1,MP GRAT,,"Crafted from standard gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. It is providing a solid and reliable solution for high-traffic areas.",,,,,,,,,0.0 lbs,,
U4,REELHOLD,,"Measuring standard in width and standard in depth, this standard gauge steel product is engineered for industrial-grade performance. It is crafted for durability and strength in a variety of demanding settings.",,,,,,,,,2.8 lbs,,
U5,REELHOLD,,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is engineered for continuous use in challenging conditions, ensuring dependable performance.",,,,,,,,,2.8 lbs,,
MH94,MH,MEZZ,"Measuring standard in width and standard in depth, this standard gauge steel product is engineered for industrial-grade performance. It is offering superior resistance to wear and tear in heavy-use scenarios.",65,,,,,,,,16.8 lbs,,
MK94,MK,MEZZ,"Measuring standard in width and standard in depth, this standard gauge steel product is engineered for industrial-grade performance. It is designed to withstand heavy-duty use while maintaining structural integrity.",65,,,,,,,,9.6 lbs,,
BXS30,BSXBAR,RACK-SPI,"With a width of 3"" and a depth of 30"", this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is engineered for continuous use in challenging conditions, ensuring dependable performance.",55,,"3""","30""",,,,,4.2 lbs,,
BXS36,BSXBAR,RACK-SPI,"Crafted from standard gauge steel, this item spans 3"" in width and 36"" in depth, providing reliable strength for industrial applications. It is crafted for durability and strength in a variety of demanding settings.",55,,"3""","36""",,,,,5.1 lbs,,
BXS42,BSXBAR,RACK-SPI,"Designed for reliability, this product is 3"" wide, 42"" deep, and made with durable standard gauge steel, ideal for heavy-duty use. It is made to last through extended periods of intense industrial usage.",55,,"3""","42""",,,,,6.0 lbs,,
BXS48,BSXBAR,RACK-SPI,"This product is built for demanding environments, featuring 3"" width, 48"" depth, and a sturdy standard gauge construction. It is engineered for continuous use in challenging conditions, ensuring dependable performance.",55,,"3""","48""",,,,,7.16 lbs,,
BQ,BQ,RACK-SPI,"This product is built for demanding environments, featuring 4"" width, 30"" depth, and a sturdy standard gauge construction. It is engineered for continuous use in challenging conditions, ensuring dependable performance.",55,,"4""","30""",,"2""",,,0.0 lbs,,
BQ30,BQ,RACK-SPI,"Measuring 4"" in width and 30"" in depth, this standard gauge steel product is engineered for industrial-grade performance. It is engineered for continuous use in challenging conditions, ensuring dependable performance.",55,,"4""","30""",,"2""",,,7.8 lbs,,
BQ36,BQ,RACK-SPI,"With a width of 4"" and a depth of 36"", this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is designed to withstand heavy-duty use while maintaining structural integrity.",55,,"4""","36""",,"2""",,,9.6 lbs,,
BQ42,BQ,RACK-SPI,"With a width of 4"" and a depth of 42"", this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is engineered for continuous use in challenging conditions, ensuring dependable performance.",55,,"4""","42""",,"2""",,,11.3 lbs,,
BQ48,BQ,RACK-SPI,"Measuring 4"" in width and 48"" in depth, this standard gauge steel product is engineered for industrial-grade performance. It is built to handle tough conditions and provide superior performance over time.",55,,"4""","48""",,"2""",,,13.0 lbs,,
MFL,MFL,MEZZ,"Crafted from standard gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. It is offering superior resistance to wear and tear in heavy-use scenarios.",65,,,,,,,,20.0 lbs,,
MFR,MFR,MEZZ,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is ensuring long-lasting reliability even in the most demanding industrial environments.",65,,,,,,,,20.0 lbs,,
MEL,MEL,MEZZ,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is crafted for durability and strength in a variety of demanding settings.",65,,,,,,,,12.0 lbs,,
MER,MER,MEZZ,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is crafted for durability and strength in a variety of demanding settings.",65,,,,,,,,12.0 lbs,,
HARDWARE,HARDWARE,PUR ITEM,"Measuring standard in width and standard in depth, this standard gauge steel product is engineered for industrial-grade performance. It is built to handle tough conditions and provide superior performance over time.",55,,,,,,,,0.0 lbs,,
RACK-T,RACK-T,RACK-T,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. It is engineered for continuous use in challenging conditions, ensuring dependable performance.",55,,,,,,,,0.0 lbs,,
RACK-K,RACK-K,RACK-K,"Crafted from standard gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. It is designed to withstand heavy-duty use while maintaining structural integrity.",55,,,,,,,,0.0 lbs,,
UD,UD,RACK-T,"Crafted from 14 gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. It is built to handle tough conditions and provide superior performance over time.",55,,,,14,,,,2.5 lbs,,part
BN30,BN,RACK-SPI,"Designed for reliability, this product is standard wide, 30"" deep, and made with durable standard gauge steel, ideal for heavy-duty use. It is ensuring long-lasting reliability even in the most demanding industrial environments.",55,,,"30""",,,,,5.5 lbs,,
BS2K60144,BS2K,RACK-K,"Designed for reliability, this product is standard wide, standard deep, and made with durable standard gauge steel, ideal for heavy-duty use. Additionally, it spans 144"" in length, offering enhanced durability and stability. It is offering exceptional durability in rigorous industrial applications.",55,,,,,"6""","144""",8928 lbs,75.0 lbs,,
UE,UE,RACK-T,"Measuring standard in width and standard in depth, this 14 gauge steel product is engineered for industrial-grade performance. It is built to handle tough conditions and provide superior performance over time.",55,,,,14,,,,1.8 lbs,,part
BT30,FORK BAR,,"Measuring standard in width and 30"" in depth, this standard gauge steel product is engineered for industrial-grade performance. It is crafted for durability and strength in a variety of demanding settings.",,,,"30""",,,,,5.8 lbs,,
BT36,FORK BAR,,"Crafted from standard gauge steel, this item spans standard in width and 36"" in depth, providing reliable strength for industrial applications. It is ensuring long-lasting reliability even in the most demanding industrial environments.",,,,"36""",,,,,7.0 lbs,,
BT42,FORK BAR,,"Measuring standard in width and 42"" in depth, this standard gauge steel product is engineered for industrial-grade performance. It is designed to withstand heavy-duty use while maintaining structural integrity.",,,,"42""",,,,,8.3 lbs,,
BT48,FORK BAR,,"With a width of standard and a depth of 48"", this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is built to handle tough conditions and provide superior performance over time.",,,,"48""",,,,,10.1 lbs,,
BS2K6048,BS2K,RACK-K,"Crafted from standard gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. Additionally, it spans 48"" in length, offering enhanced durability and stability. It is crafted for durability and strength in a variety of demanding settings.",55,,,,,"6.0""","48""",26784 lbs,27.0 lbs,,
BS2K6054,BS2K,RACK-K,"Designed for reliability, this product is standard wide, standard deep, and made with durable standard gauge steel, ideal for heavy-duty use. Additionally, it spans 54"" in length, offering enhanced durability and stability. It is ensuring long-lasting reliability even in the most demanding industrial environments.",55,,,,,"6.0""","54""",23808 lbs,30.0 lbs,,
BS2K6060,BS2K,RACK-K,"Designed for reliability, this product is standard wide, standard deep, and made with durable standard gauge steel, ideal for heavy-duty use. Additionally, it spans 60"" in length, offering enhanced durability and stability. It is designed to withstand heavy-duty use while maintaining structural integrity.",55,,,,,"6.0""","60""",21427 lbs,33.0 lbs,,
BS2K6066,BS2K,RACK-K,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. Additionally, it spans 66"" in length, offering enhanced durability and stability. It is offering exceptional durability in rigorous industrial applications.",55,,,,,"6.0""","66""",19479 lbs,36.0 lbs,,
BS2K6072,BS2K,RACK-K,"Crafted from standard gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. Additionally, it spans 72"" in length, offering enhanced durability and stability. It is engineered for continuous use in challenging conditions, ensuring dependable performance.",55,,,,,"6.0""","72""",17856 lbs,39.0 lbs,,
BS2K6078,BS2K,RACK-K,"Designed for reliability, this product is standard wide, standard deep, and made with durable standard gauge steel, ideal for heavy-duty use. Additionally, it spans 78"" in length, offering enhanced durability and stability. It is providing a solid and reliable solution for high-traffic areas.",55,,,,,"6.0""","78""",16482 lbs,42.0 lbs,,
BS2K6084,BS2K,RACK-K,"Measuring standard in width and standard in depth, this standard gauge steel product is engineered for industrial-grade performance. Additionally, it spans 84"" in length, offering enhanced durability and stability. It is offering superior resistance to wear and tear in heavy-use scenarios.",55,,,,,"6.0""","84""",15305 lbs,45.0 lbs,,
BS2K6090,BS2K,RACK-K,"Designed for reliability, this product is standard wide, standard deep, and made with durable standard gauge steel, ideal for heavy-duty use. Additionally, it spans 90"" in length, offering enhanced durability and stability. It is designed to withstand heavy-duty use while maintaining structural integrity.",55,,,,,"6.0""","90""",14284 lbs,48.0 lbs,,
BS2K6092,BS2K,RACK-K,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. Additionally, it spans 92"" in length, offering enhanced durability and stability. It is offering superior resistance to wear and tear in heavy-use scenarios.",55,,,,,"6.0""","92""",13824 lbs,50.0 lbs,,
BS2K6096,BS2K,RACK-K,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. Additionally, it spans 96"" in length, offering enhanced durability and stability. It is providing a solid and reliable solution for high-traffic areas.",55,,,,,"6.0""","96""",13392 lbs,51.0 lbs,,
BS2K60102,BS2K,RACK-K,"Measuring standard in width and standard in depth, this standard gauge steel product is engineered for industrial-grade performance. Additionally, it spans 102"" in length, offering enhanced durability and stability. It is providing a solid and reliable solution for high-traffic areas.",55,,,,,"6.0""","102""",12604 lbs,54.0 lbs,,
BS2K60108,BS2K,RACK-K,"Designed for reliability, this product is standard wide, standard deep, and made with durable standard gauge steel, ideal for heavy-duty use. Additionally, it spans 108"" in length, offering enhanced durability and stability. It is engineered for continuous use in challenging conditions, ensuring dependable performance.",55,,,,,"6.0""","108""",11904 lbs,57.0 lbs,,
BS2K60114,BS2K,RACK-K,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. Additionally, it spans 114"" in length, offering enhanced durability and stability. It is offering exceptional durability in rigorous industrial applications.",55,,,,,"6.0""","114""",11277 lbs,60.0 lbs,,
BS2K60120,BS2K,RACK-K,"Crafted from standard gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. Additionally, it spans 120"" in length, offering enhanced durability and stability. It is made to last through extended periods of intense industrial usage.",55,,,,,"6.0""","120""",10713 lbs,63.0 lbs,,
BS2K60126,BS2K,RACK-K,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. Additionally, it spans 126"" in length, offering enhanced durability and stability. It is ensuring long-lasting reliability even in the most demanding industrial environments.",55,,,,,"6.0""","126""",10203 lbs,66.0 lbs,,
BS2K60132,BS2K,RACK-K,"Crafted from standard gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. Additionally, it spans 132"" in length, offering enhanced durability and stability. It is providing a solid and reliable solution for high-traffic areas.",55,,,,,"6.0""","132""",9739 lbs,69.0 lbs,,
BS2K60138,BS2K,RACK-K,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. Additionally, it spans 138"" in length, offering enhanced durability and stability. It is built to handle tough conditions and provide superior performance over time.",55,,,,,"6.0""","138""",9316 lbs,72.0 lbs,,
BS2K60156,BS2K,RACK-K,"Measuring standard in width and standard in depth, this standard gauge steel product is engineered for industrial-grade performance. Additionally, it spans 156"" in length, offering enhanced durability and stability. It is designed to withstand heavy-duty use while maintaining structural integrity.",55,,,,,"6.0""","156""",7861 lbs,81.0 lbs,,
BS2K60168,BS2K,RACK-K,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. Additionally, it spans 168"" in length, offering enhanced durability and stability. It is made to last through extended periods of intense industrial usage.",55,,,,,"6.0""","168""",6778 lbs,88.0 lbs,,
BS2K60180,BS2K,RACK-K,"Measuring standard in width and standard in depth, this standard gauge steel product is engineered for industrial-grade performance. Additionally, it spans 180"" in length, offering enhanced durability and stability. It is engineered for continuous use in challenging conditions, ensuring dependable performance.",55,,,,,"6.0""","180""",5904 lbs,94.0 lbs,,
BS2K60192,BS2K,RACK-K,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. Additionally, it spans 192"" in length, offering enhanced durability and stability. It is offering superior resistance to wear and tear in heavy-use scenarios.",55,,,,,"6.0""","192""",5189 lbs,103.0 lbs,,
BS2K60204,BS2K,RACK-K,"Measuring standard in width and standard in depth, this standard gauge steel product is engineered for industrial-grade performance. Additionally, it spans 204"" in length, offering enhanced durability and stability. It is engineered for continuous use in challenging conditions, ensuring dependable performance.",55,,,,,"6.0""","204""",4597 lbs,106.0 lbs,,
BS2K60216,BS2K,RACK-K,"Crafted from standard gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. Additionally, it spans 216"" in length, offering enhanced durability and stability. It is made to last through extended periods of intense industrial usage.",55,,,,,"6.0""","216""",4100 lbs,112.0 lbs,,
BS2K60228,BS2K,RACK-K,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. Additionally, it spans 228"" in length, offering enhanced durability and stability. It is engineered for continuous use in challenging conditions, ensuring dependable performance.",55,,,,,"6.0""","228""",3680 lbs,118.0 lbs,,
BS2K60240,BS2K,RACK-K,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. Additionally, it spans 240"" in length, offering enhanced durability and stability. It is engineered for continuous use in challenging conditions, ensuring dependable performance.",55,,,,,"6.0""","240""",3321 lbs,124.0 lbs,,
BS2T60240,BS2T,RACK-T,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. Additionally, it spans 240"" in length, offering enhanced durability and stability. It is providing a solid and reliable solution for high-traffic areas.",55,,,,,"6.0""","240""",3321 lbs,124.0 lbs,,
BS2T60228,BS2T,RACK-T,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. Additionally, it spans 228"" in length, offering enhanced durability and stability. It is made to last through extended periods of intense industrial usage.",55,,,,,"6.0""","228""",3680 lbs,118.0 lbs,,
BS2T60216,BS2T,RACK-T,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. Additionally, it spans 216"" in length, offering enhanced durability and stability. It is made to last through extended periods of intense industrial usage.",55,,,,,"6.0""","216""",4100 lbs,112.0 lbs,,
BS2T60204,BS2T,RACK-T,"Measuring standard in width and standard in depth, this standard gauge steel product is engineered for industrial-grade performance. Additionally, it spans 204"" in length, offering enhanced durability and stability. It is providing a solid and reliable solution for high-traffic areas.",55,,,,,"6.0""","204""",4597 lbs,106.0 lbs,,
BS2T60192,BS2T,RACK-T,"Measuring standard in width and standard in depth, this standard gauge steel product is engineered for industrial-grade performance. Additionally, it spans 192"" in length, offering enhanced durability and stability. It is providing a solid and reliable solution for high-traffic areas.",55,,,,,"6.0""","192""",5189 lbs,100.0 lbs,,
BS2T60180,BS2T,RACK-T,"Designed for reliability, this product is standard wide, standard deep, and made with durable standard gauge steel, ideal for heavy-duty use. Additionally, it spans 180"" in length, offering enhanced durability and stability. It is ideal for supporting industrial processes that require robust materials.",55,,,,,"6.0""","180""",5904 lbs,94.0 lbs,,
BS2T60168,BS2T,RACK-T,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. Additionally, it spans 168"" in length, offering enhanced durability and stability. It is offering superior resistance to wear and tear in heavy-use scenarios.",55,,,,,"6.0""","168""",6778 lbs,88.0 lbs,,
BS2T60156,BS2T,RACK-T,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. Additionally, it spans 156"" in length, offering enhanced durability and stability. It is ideal for supporting industrial processes that require robust materials.",55,,,,,"6.0""","156""",7861 lbs,81.0 lbs,,
BS2T60144,BS2T,RACK-T,"Designed for reliability, this product is standard wide, standard deep, and made with durable standard gauge steel, ideal for heavy-duty use. Additionally, it spans 144"" in length, offering enhanced durability and stability. It is designed to withstand heavy-duty use while maintaining structural integrity.",55,,,,,"6.0""","144""",8928 lbs,75.0 lbs,,
BS2T60138,BS2T,RACK-T,"Crafted from standard gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. Additionally, it spans 138"" in length, offering enhanced durability and stability. It is engineered for continuous use in challenging conditions, ensuring dependable performance.",55,,,,,"6.0""","138""",9316 lbs,72.0 lbs,,
BS2T60132,BS2T,RACK-T,"Crafted from standard gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. Additionally, it spans 132"" in length, offering enhanced durability and stability. It is offering superior resistance to wear and tear in heavy-use scenarios.",55,,,,,"6.0""","132""",9739 lbs,69.0 lbs,,
BS2T60126,BS2T,RACK-T,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. Additionally, it spans 126"" in length, offering enhanced durability and stability. It is offering superior resistance to wear and tear in heavy-use scenarios.",55,,,,,"6.0""","126""",10203 lbs,66.0 lbs,,
BS2T60120,BS2T,RACK-T,"Designed for reliability, this product is standard wide, standard deep, and made with durable standard gauge steel, ideal for heavy-duty use. Additionally, it spans 120"" in length, offering enhanced durability and stability. It is designed to withstand heavy-duty use while maintaining structural integrity.",55,,,,,"6.0""","120""",10713 lbs,63.0 lbs,,
BS2T60114,BS2T,RACK-T,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. Additionally, it spans 114"" in length, offering enhanced durability and stability. It is ensuring long-lasting reliability even in the most demanding industrial environments.",55,,,,,"6.0""","114""",11277 lbs,60.0 lbs,,
BS2T60108,BS2T,RACK-T,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. Additionally, it spans 108"" in length, offering enhanced durability and stability. It is crafted for durability and strength in a variety of demanding settings.",55,,,,,"6.0""","108""",11904 lbs,57.0 lbs,,
BS2T60102,BS2T,RACK-T,"Measuring standard in width and standard in depth, this standard gauge steel product is engineered for industrial-grade performance. Additionally, it spans 102"" in length, offering enhanced durability and stability. It is made to last through extended periods of intense industrial usage.",55,,,,,"6.0""","102""",12604 lbs,54.0 lbs,,
BS2T6096,BS2T,RACK-T,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. Additionally, it spans 96"" in length, offering enhanced durability and stability. It is made to last through extended periods of intense industrial usage.",55,,,,,"6.0""","96""",13392 lbs,51.0 lbs,,
BS2T6092,BS2T,RACK-T,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. Additionally, it spans 92"" in length, offering enhanced durability and stability. It is made to last through extended periods of intense industrial usage.",55,,,,,"6.0""","92""",13824 lbs,50.0 lbs,,
BS2T6090,BS2T,RACK-T,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. Additionally, it spans 90"" in length, offering enhanced durability and stability. It is ideal for supporting industrial processes that require robust materials.",55,,,,,"6.0""","90""",14284 lbs,48.0 lbs,,
BS2T6084,BS2T,RACK-T,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. Additionally, it spans 84"" in length, offering enhanced durability and stability. It is crafted for durability and strength in a variety of demanding settings.",55,,,,,"6.0""","84""",15305 lbs,45.0 lbs,,
BS2T6078,BS2K,RACK-K,"Designed for reliability, this product is standard wide, standard deep, and made with durable standard gauge steel, ideal for heavy-duty use. Additionally, it spans 78"" in length, offering enhanced durability and stability. It is built to handle tough conditions and provide superior performance over time.",55,,,,,"6.0""","78""",16482 lbs,42.0 lbs,,
BS2T6072,BS2T,RACK-T,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. Additionally, it spans 72"" in length, offering enhanced durability and stability. It is crafted for durability and strength in a variety of demanding settings.",55,,,,,"6.0""","72""",17856 lbs,39.0 lbs,,
BS2T6066,BS2T,RACK-T,"Measuring standard in width and standard in depth, this standard gauge steel product is engineered for industrial-grade performance. Additionally, it spans 66"" in length, offering enhanced durability and stability. It is made to last through extended periods of intense industrial usage.",55,,,,,"6.0""","66""",19479 lbs,36.0 lbs,,
BS2T6060,BS2T,RACK-T,"Designed for reliability, this product is standard wide, standard deep, and made with durable standard gauge steel, ideal for heavy-duty use. Additionally, it spans 60"" in length, offering enhanced durability and stability. It is providing a solid and reliable solution for high-traffic areas.",55,,,,,"6.0""","60""",21427 lbs,31.0 lbs,,
BS2T6054,BS2T,RACK-T,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. Additionally, it spans 54"" in length, offering enhanced durability and stability. It is ensuring long-lasting reliability even in the most demanding industrial environments.",55,,,,,"6.0""","54""",23808 lbs,30.0 lbs,,
BS2T6048,BS2T,RACK-T,"Crafted from standard gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. Additionally, it spans 48"" in length, offering enhanced durability and stability. It is ideal for supporting industrial processes that require robust materials.",55,,,,,"6.0""","48""",26784 lbs,27.0 lbs,,
SA10P,SA GRAY,,"Crafted from 14 gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. Additionally, it spans 120"" in length, offering enhanced durability and stability. It is designed to withstand heavy-duty use while maintaining structural integrity.",,,,,14,,"120""",,62.0 lbs,,
SA12P,SA GRAY,,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy 14 gauge construction. Additionally, it spans 144"" in length, offering enhanced durability and stability. It is built to handle tough conditions and provide superior performance over time.",,,,,14,,"144""",,75.0 lbs,,
SB10P,SB GRAY,,"With a width of standard and a depth of standard, this 14 gauge steel component ensures long-lasting performance in tough industrial settings. Additionally, it spans 120"" in length, offering enhanced durability and stability. It is engineered for continuous use in challenging conditions, ensuring dependable performance.",,,,,14,,"120""",,83.0 lbs,,
SB12P,SB GRAY,,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy 14 gauge construction. Additionally, it spans 144"" in length, offering enhanced durability and stability. It is crafted for durability and strength in a variety of demanding settings.",,,,,14,,"144""",,100.0 lbs,,
SC10P,SC GRAY,,"Measuring standard in width and standard in depth, this 12 gauge steel product is engineered for industrial-grade performance. Additionally, it spans 120"" in length, offering enhanced durability and stability. It is offering superior resistance to wear and tear in heavy-use scenarios.",,,,,12,,"120""",,137.0 lbs,,
SC12P,SC GRAY,,"Crafted from 12 gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. It is offering superior resistance to wear and tear in heavy-use scenarios.",,,,,12,,,,164.0 lbs,,
UF,UF,RACK-K,"With a width of standard and a depth of standard, this 13 gauge steel component ensures long-lasting performance in tough industrial settings. It is built to handle tough conditions and provide superior performance over time.",55,,,,13,,,,3.0 lbs,,part
UG,UG,RACK-K,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy 13 gauge construction. It is offering superior resistance to wear and tear in heavy-use scenarios.",55,,,,13,,,,2.14 lbs,,part
UH,UH,RACK-T,"Measuring standard in width and standard in depth, this 13 gauge steel product is engineered for industrial-grade performance. It is offering superior resistance to wear and tear in heavy-use scenarios.",55,,,,13,,,,3.0 lbs,,part
UI,UI,,"Crafted from 13 gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. It is designed to withstand heavy-duty use while maintaining structural integrity.",,,,,13,,,,2.14 lbs,,part
UJ,UJ,,"With a width of standard and a depth of standard, this 12 gauge steel component ensures long-lasting performance in tough industrial settings. It is offering superior resistance to wear and tear in heavy-use scenarios.",,,,,12,,,,3.5 lbs,,part
UL,UL,,"Crafted from 12 gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. It is ensuring long-lasting reliability even in the most demanding industrial environments.",,,,,12,,,,3.5 lbs,,part
U18K42132,U18K,RACK-K,"With a width of standard and a depth of 42"", this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is offering exceptional durability in rigorous industrial applications.",55,,,"42""",,"132""",,15450 lbs,58.0 lbs,,
B7,INFINCLP,RACK-SPI,"Crafted from standard gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. It is made to last through extended periods of intense industrial usage.",55,,,,,,,,1.8 lbs,,part
B8,INFINCLP,RACK-SPI,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is ideal for supporting industrial processes that require robust materials.",55,,,,,,,,1.8 lbs,,part
BXH30,BHXBAR,RACK-SPI,"With a width of 3"" and a depth of 30"", this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is ideal for supporting industrial processes that require robust materials.",55,,"3""","30""",,,,,5.7 lbs,,
